"code","habitat","suitability","season","majorimportance"
"AMP010213008","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP010213008","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP010213008","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP010213008","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP010213008","Shrubland - Temperate","Suitable",NA,NA
"AMP010213008","Grassland - Temperate","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP010213008","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP010213009","Forest - Temperate","Suitable",NA,NA
"AMP010213009","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP010213009","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"AMP010213009","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP010213009","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable",NA,NA
"AMP010213009","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP010213009","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP010213009","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP010213009","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP010213009","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"AMP010213009","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP010213009","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"AMP010213009","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP010213009","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP010301001","Forest - Temperate","Suitable",NA,NA
"AMP010301001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"AMP010301001","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"AMP010301001","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"AMP010301002","Forest - Temperate","Suitable",NA,NA
"AMP010301002","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"AMP010301002","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"AMP010301002","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"AMP010301003","Forest - Temperate","Suitable",NA,NA
"AMP010301003","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"AMP010301003","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"AMP010301003","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"AMP010301004","Forest - Temperate","Suitable",NA,"Yes"
"AMP010301004","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"AMP010301004","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,"Yes"
"AMP010301004","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,"Yes"
"AMP010301005","Forest - Temperate","Suitable",NA,"Yes"
"AMP010301005","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"AMP010301005","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,"Yes"
"AMP010301005","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,"Yes"
"AMP010301006","Forest - Temperate","Suitable",NA,"Yes"
"AMP010301006","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"AMP010301006","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,"No"
"AMP010301006","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,"No"
"AMP010301007","Forest - Temperate","Suitable",NA,NA
"AMP010301007","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"AMP010301007","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"AMP010301007","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"AMP010301008","Forest - Temperate","Suitable",NA,NA
"AMP010301008","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"AMP010301008","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"AMP010301008","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"AMP010401001","Artificial/Aquatic - Karst and Other Subterranean Hydrological Systems (human-made)","Suitable",NA,NA
"AMP010401001","Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)","Suitable",NA,NA
"AMP020101002","Forest - Temperate","Suitable","Resident","Yes"
"AMP020101002","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"AMP020101002","Artificial/Aquatic - Aquaculture Ponds","Suitable","Resident",NA
"AMP020101002","Shrubland - Temperate","Suitable","Resident",NA
"AMP020101002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident","Yes"
"AMP020101002","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020101002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"AMP020101003","Forest - Temperate","Suitable",NA,NA
"AMP020101003","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"AMP020101003","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020101003","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"AMP020101003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020101003","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020101004","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"AMP020101004","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"AMP020101004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"AMP020101004","Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland)","Suitable","Resident","Yes"
"AMP020101005","Forest - Temperate","Suitable",NA,NA
"AMP020101005","Artificial/Terrestrial - Arable Land","Unknown",NA,NA
"AMP020101005","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"AMP020101005","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020101005","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"AMP020101005","Shrubland - Temperate","Suitable",NA,NA
"AMP020101005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020101005","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"AMP020101005","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020101005","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Marginal",NA,NA
"AMP020101005","Desert - Temperate","Marginal",NA,NA
"AMP020102001","Forest - Temperate","Suitable","Resident",NA
"AMP020102001","Artificial/Terrestrial - Arable Land","Marginal","Resident",NA
"AMP020102001","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"AMP020102001","Shrubland - Temperate","Suitable","Resident",NA
"AMP020102001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020102001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020102001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020102001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"AMP020102001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020102001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020102003","Forest - Temperate","Suitable","Resident","Yes"
"AMP020102003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"AMP020102003","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020102004","Forest - Temperate","Suitable","Resident",NA
"AMP020102004","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"AMP020102004","Artificial/Terrestrial - Pastureland","Marginal","Resident",NA
"AMP020102004","Artificial/Terrestrial - Rural Gardens","Suitable","Resident",NA
"AMP020102004","Forest - Subtropical/Tropical Dry","Suitable","Resident",NA
"AMP020102004","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Resident",NA
"AMP020102004","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020102004","Shrubland - Temperate","Suitable","Resident",NA
"AMP020102004","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020102004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020102004","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020102004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020102004","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020102005","Forest - Temperate","Suitable","Resident",NA
"AMP020102005","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020102005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"AMP020102005","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"AMP020102005","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020102005","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020201001","Forest - Temperate","Suitable",NA,NA
"AMP020201001","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020201001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020201001","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020201001","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020201001","Artificial/Aquatic - Wastewater Treatment Areas","Marginal",NA,NA
"AMP020201001","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020201001","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,NA
"AMP020201001","Grassland - Temperate","Suitable",NA,NA
"AMP020201001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020201001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201002","Forest - Temperate","Suitable",NA,NA
"AMP020201002","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020201002","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020201002","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020201002","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020201002","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020201002","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal",NA,NA
"AMP020201002","Grassland - Temperate","Suitable",NA,NA
"AMP020201002","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020201002","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201003","Forest - Temperate","Suitable",NA,NA
"AMP020201003","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"AMP020201003","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020201003","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020201003","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020201003","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020201003","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal",NA,NA
"AMP020201003","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020201003","Shrubland - Temperate","Suitable",NA,NA
"AMP020201003","Grassland - Temperate","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Geothermal Wetlands","Marginal",NA,NA
"AMP020201003","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"AMP020201003","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020201003","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"AMP020301001","Forest - Temperate","Suitable","Resident",NA
"AMP020301001","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"AMP020301001","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"AMP020301001","Shrubland - Temperate","Suitable","Resident",NA
"AMP020301001","Grassland - Temperate","Suitable","Resident",NA
"AMP020301001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020301001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020301002","Forest - Temperate","Suitable","Resident",NA
"AMP020301002","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"AMP020301002","Shrubland - Temperate","Suitable","Resident",NA
"AMP020301002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020301002","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes","Marginal","Resident",NA
"AMP020301002","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"AMP020301002","Desert - Temperate","Marginal","Resident",NA
"AMP020301003","Forest - Temperate","Suitable",NA,NA
"AMP020301003","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"AMP020301003","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"AMP020301003","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"AMP020301003","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"AMP020301003","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"AMP020301003","Artificial/Aquatic - Excavations (open)","Suitable",NA,NA
"AMP020301003","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"AMP020301003","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,NA
"AMP020301003","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"AMP020301003","Shrubland - Boreal","Suitable",NA,NA
"AMP020301003","Shrubland - Temperate","Suitable",NA,NA
"AMP020301003","Grassland - Temperate","Suitable",NA,NA
"AMP020301003","Wetlands (inland) - Permanent Inland Deltas","Marginal",NA,NA
"AMP020301003","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"AMP020301003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020301003","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"AMP020301004","Forest - Temperate","Suitable","Resident",NA
"AMP020301004","Artificial/Terrestrial - Arable Land","Marginal","Resident",NA
"AMP020301004","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"AMP020301004","Artificial/Terrestrial - Urban Areas","Marginal","Resident",NA
"AMP020301004","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Breeding Season",NA
"AMP020301004","Shrubland - Temperate","Suitable","Resident",NA
"AMP020301004","Shrubland - Subtropical/Tropical Dry","Suitable","Resident",NA
"AMP020301004","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident",NA
"AMP020301004","Grassland - Temperate","Suitable","Resident",NA
"AMP020301004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Marginal","Breeding Season",NA
"AMP020301004","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Breeding Season",NA
"AMP020301004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Marginal","Breeding Season",NA
"AMP020301004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season",NA
"AMP020301004","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season",NA
"AMP020301004","Desert - Temperate","Suitable","Resident",NA
"AMP020401001","Artificial/Terrestrial - Arable Land","Suitable","Resident","No"
"AMP020401001","Artificial/Terrestrial - Plantations","Marginal","Resident",NA
"AMP020401001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"AMP020401001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"AMP020401001","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable","Resident","No"
"AMP020401002","Forest - Temperate","Suitable",NA,NA
